pathway	S10	S112	S113	S114	S11	S12	S13	S15	S161	S162	S164	S165	S166	S167	S168	S169	S16	S170	S171	S172	S173	S174	S175	S176	S177	S179	S17	S182	S187	S188	S18	S191	S194	S196	S197	S198	S19	S1	S201	S202	S203	S204	S205	S206	S207	S208	S209	S20	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S22	S23	S24	S25	S26	S27	S28	S2	S30	S34	S35	S36	S37	S3	S4	S5	S61	S62	S63	S65	S6	S7	S85	S86	S87	S88	S89	S9
PWY-5484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7881	0.0	0.0	0.0	2.2447	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5509	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0169	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0169	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0169	0.0	0.0	0.0	2.0225	1.0	0.0	0.0	0.0	0.0	0.0
PWY-5659	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-5667	0.0	1.1429	1.1429	1.1429	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	2.2857	0.0	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.1429	2.2857	1.1429	0.0	0.0	2.2857	2.2857	2.2857	2.2857	3.4286	1.1429	0.0	0.0	0.0	0.0	1.1429	1.1429	1.1429	0.0	2.2857	0.0	0.0	0.0	3.4286	1.1429	1.1429	0.0	1.1429	0.0	3.4286
PWY-5686	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.3226	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.0909	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.0909	2.3226	1.0909	0.0	0.0	2.1818	2.4	2.4	2.4	3.6	1.0909	0.0	0.0	0.0	0.0	1.2	1.2	1.0909	0.0	2.3226	0.0	0.0	0.0	3.4286	1.0909	1.2	0.0	1.2	0.0	3.6
PWY-5695	0.0	1.1429	1.1429	1.1429	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.1429	2.1818	1.1429	0.0	0.0	2.2857	2.2857	2.2857	2.2857	3.4286	1.1429	0.0	0.0	0.0	0.0	1.1429	1.1429	1.1429	0.0	2.1818	0.0	0.0	0.0	3.4286	1.1429	1.1429	0.0	1.1429	0.0	3.4286
PWY-5747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0
PWY-5855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.2222	2.2222	2.2222	3.3333	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	1.7143	0.0	1.1111	0.0	1.1111	0.0	3.3333
PWY-5856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.2222	2.2222	2.2222	3.3333	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	1.7143	0.0	1.1111	0.0	1.1111	0.0	3.3333
PWY-5857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.2222	2.2222	2.2222	3.3333	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.5	0.0	0.0	0.0	1.7143	0.0	1.1111	0.0	1.1111	0.0	3.3333
PWY-5913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	2.2857	2.2857	2.2857	3.4286	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.3333	0.0	0.0	0.0	1.5	0.0	1.1429	0.0	1.1429	0.0	3.4286
PWY-5918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.5789	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.5789	0.0	0.0	0.0	2.1277	0.0	1.0	0.0	1.0	0.0	3.0
PWY-5920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4545	0.0	0.0	0.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5973	0.0	1.1538	1.1538	1.1538	1.1538	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	1.3043	1.1538	0.0	0.0	1.1538	0.0	1.1538	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	1.1538	0.0	0.0	1.1538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	1.1538	0.0	0.0	0.0	1.3043	1.3043	0.0	0.0	1.3043	0.0	1.1538	2.5	1.1538	0.0	0.0	2.3077	2.6087	2.6087	2.6087	3.913	1.1538	0.0	0.0	0.0	0.0	1.3043	1.3043	1.1538	0.0	2.5	0.0	0.0	0.0	3.6735	1.1538	1.3043	0.0	1.3043	0.0	3.913
PWY-5989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	1.3846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	0.0	0.0	1.8462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	0.0	1.3846	1.3846	0.0	0.0	1.3846	0.0	0.0	1.8462	0.0	0.0	0.0	0.0	2.7692	2.7692	2.7692	4.1538	0.0	0.0	0.0	0.0	0.0	1.3846	1.3846	0.0	0.0	1.8462	0.0	0.0	0.0	2.0971	0.0	1.3846	0.0	1.3846	0.0	4.1538
PWY-6121	0.0	1.1111	1.1111	1.1111	1.1111	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	1.1111	0.0	0.0	1.1111	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	2.3077	0.0	1.1111	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	1.1111	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	1.1111	2.3077	1.1111	0.0	0.0	2.2222	2.2222	2.2222	2.2222	3.3333	1.1111	0.0	0.0	0.0	0.0	1.1111	1.1111	1.1111	0.0	2.3077	0.0	0.0	0.0	3.4483	1.1111	1.1111	0.0	1.1111	0.0	3.3333
PWY-6122	0.0	1.1429	1.1429	1.1429	1.1429	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.1429	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.1429	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.1429	2.1818	1.1429	0.0	0.0	2.2857	2.0	2.0	2.0	3.0	1.1429	0.0	0.0	0.0	0.0	1.0	1.0	1.1429	0.0	2.1818	0.0	0.0	0.0	3.3333	1.1429	1.0	0.0	1.0	0.0	3.0
PWY-6123	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-6125	0.0	1.1053	1.1053	1.1053	1.1053	0.0	0.0	1.0769	0.0	0.0	0.0	0.0	0.0	0.0	1.0769	1.0769	1.1053	0.0	0.0	1.1053	0.0	1.1053	0.0	0.0	0.0	0.0	0.0	1.0769	0.0	0.0	0.0	0.0	0.0	0.0	2.1875	0.0	1.1053	0.0	0.0	1.1053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0769	0.0	1.1053	0.0	0.0	0.0	1.0769	1.0769	0.0	0.0	1.0769	0.0	1.1053	2.1875	1.1053	0.0	0.0	2.2105	2.1538	2.1538	2.1538	3.2308	1.1053	0.0	0.0	0.0	0.0	1.0769	1.0769	1.1053	0.0	2.1875	0.0	0.0	0.0	3.2941	1.1053	1.0769	0.0	1.0769	0.0	3.2308
PWY-6126	0.0	1.2353	1.2353	1.2353	1.2353	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.2353	0.0	0.0	1.2353	0.0	1.2353	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.4419	0.0	1.2353	0.0	0.0	1.2353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2353	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.2353	2.4419	1.2353	0.0	0.0	2.4706	2.4	2.4	2.4	3.6	1.2353	0.0	0.0	0.0	0.0	1.2	1.2	1.2353	0.0	2.4419	0.0	0.0	0.0	3.6788	1.2353	1.2	0.0	1.2	0.0	3.6
PWY-6147	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	1.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.0	2.1818	1.0	0.0	0.0	2.0	2.2857	2.2857	2.2857	3.4286	1.0	0.0	0.0	0.0	0.0	1.1429	1.1429	1.0	0.0	2.1818	0.0	0.0	0.0	3.2	1.0	1.1429	0.0	1.1429	0.0	3.4286
PWY-6151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6163	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
PWY-6263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6269	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0213	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0213	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0213	0.0	0.0	0.0	2.0282	1.0	0.0	0.0	0.0	0.0	0.0
PWY-6277	0.0	1.1429	1.1429	1.1429	1.1429	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.1429	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.1429	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.1429	2.1818	1.1429	0.0	0.0	2.2857	2.0	2.0	2.0	3.0	1.1429	0.0	0.0	0.0	0.0	1.0	1.0	1.1429	0.0	2.1818	0.0	0.0	0.0	3.3333	1.1429	1.0	0.0	1.0	0.0	3.0
PWY-6282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	1.35	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	1.35	1.35	0.0	0.0	1.35	0.0	0.0	1.8	0.0	0.0	0.0	0.0	2.7	2.7	2.7	4.05	0.0	0.0	0.0	0.0	0.0	1.35	1.35	0.0	0.0	1.8	0.0	0.0	0.0	2.0506	0.0	1.35	0.0	1.35	0.0	4.05
PWY-6385	0.0	1.0526	1.0526	1.0526	1.0526	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0526	0.0	0.0	1.0526	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.069	0.0	1.0526	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0526	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0526	2.069	1.0526	0.0	0.0	2.1053	2.0	2.0	2.0	3.0	1.0526	0.0	0.0	0.0	0.0	1.0	1.0	1.0526	0.0	2.069	0.0	0.0	0.0	3.125	1.0526	1.0	0.0	1.0	0.0	3.0
PWY-6386	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1176	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0909	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0909	2.1176	1.0909	0.0	0.0	2.1818	2.0	2.0	2.0	3.0	1.0909	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	2.1176	0.0	0.0	0.0	3.2143	1.0909	1.0	0.0	1.0	0.0	3.0
PWY-6387	0.0	1.0667	1.0667	1.0667	1.0667	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0667	0.0	0.0	1.0667	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.087	0.0	1.0667	0.0	0.0	1.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0667	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0667	2.087	1.0667	0.0	0.0	2.1333	2.0	2.0	2.0	3.0	1.0667	0.0	0.0	0.0	0.0	1.0	1.0	1.0667	0.0	2.087	0.0	0.0	0.0	3.1579	1.0667	1.0	0.0	1.0	0.0	3.0
PWY-6467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0
PWY-6519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2692	0.0	0.0	0.0	0.0	0.0	0.0	1.2692	1.2692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2692	0.0	0.0	0.0	0.0	0.0	0.0	1.5714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2692	0.0	0.0	0.0	0.0	0.0	1.2692	1.2692	0.0	0.0	1.2692	0.0	0.0	1.5714	0.0	0.0	0.0	0.0	2.5385	2.5385	2.5385	3.8077	0.0	0.0	0.0	0.0	0.0	1.2692	1.2692	0.0	0.0	1.5714	0.0	0.0	0.0	1.7217	0.0	1.2692	0.0	1.2692	0.0	3.8077
PWY-6608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6609	0.0	1.3333	1.3333	1.3333	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	2.0	1.3333	0.0	0.0	2.6667	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	2.0	0.0	0.0	0.0	3.4286	1.3333	0.0	0.0	0.0	0.0	0.0
PWY-6612	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0213	0.0	0.0	0.0	0.0	0.0	0.0	1.0213	1.0213	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0213	0.0	0.0	0.0	0.0	0.0	0.0	2.0282	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0213	0.0	1.0	0.0	0.0	0.0	1.0213	1.0213	0.0	0.0	1.0213	0.0	1.0	2.0282	1.0	0.0	0.0	2.0	2.0426	2.0426	2.0426	3.0638	1.0	0.0	0.0	0.0	0.0	1.0213	1.0213	1.0	0.0	2.0282	0.0	0.0	0.0	3.0316	1.0	1.0213	0.0	1.0213	0.0	3.0638
