pathway	S10	S112	S113	S114	S11	S12	S13	S15	S161	S162	S164	S165	S166	S167	S168	S169	S16	S170	S171	S172	S173	S174	S175	S176	S177	S179	S17	S182	S187	S188	S18	S191	S194	S196	S197	S198	S19	S1	S201	S202	S203	S204	S205	S206	S207	S208	S209	S20	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S22	S23	S24	S25	S26	S27	S28	S2	S30	S34	S35	S36	S37	S3	S4	S5	S61	S62	S63	S65	S6	S7	S85	S86	S87	S88	S89	S9
PWY0-1415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586	0.0	1.6	1.6	1.6	1.6	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	1.3333	1.6	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.6	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	1.6	0.0	0.0	0.0	1.3333	1.3333	0.0	0.0	1.3333	0.0	1.6	3.0	1.6	0.0	0.0	3.2	2.6667	2.6667	2.6667	4.0	1.6	0.0	0.0	0.0	0.0	1.3333	1.3333	1.6	0.0	3.0	0.0	0.0	0.0	4.6154	1.6	1.3333	0.0	1.3333	0.0	4.0
PWY0-162	0.0	1.125	1.125	1.125	1.125	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.125	0.0	0.0	1.125	0.0	1.125	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.3478	0.0	1.125	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.125	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.125	2.3478	1.125	0.0	0.0	2.25	2.4	2.4	2.4	3.6	1.125	0.0	0.0	0.0	0.0	1.2	1.2	1.125	0.0	2.3478	0.0	0.0	0.0	3.4839	1.125	1.2	0.0	1.2	0.0	3.6
PWY0-166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	0.0	1.7544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0526	0.0	0.0	0.0	0.0	0.0	1.0526	1.0526	0.0	0.0	1.0526	0.0	0.0	1.7544	0.0	0.0	0.0	0.0	2.1053	2.1053	2.1053	3.1579	0.0	0.0	0.0	0.0	0.0	1.0526	1.0526	0.0	0.0	1.7544	0.0	0.0	0.0	2.243	0.0	1.0526	0.0	1.0526	0.0	3.1579
PWY0-781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.686	0.0	0.0	0.0	2.2566	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	1.3846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	0.0	1.3846	1.3846	0.0	0.0	1.3846	0.0	0.0	1.8	0.0	0.0	0.0	0.0	2.7692	2.7692	2.7692	4.1538	0.0	0.0	0.0	0.0	0.0	1.3846	1.3846	0.0	0.0	1.8	0.0	0.0	0.0	2.0377	0.0	1.3846	0.0	1.3846	0.0	4.1538
PWY4FS-7	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	1.0909	0.0	1.0909	2.1818	1.0909	0.0	0.0	2.1818	2.1818	2.1818	2.1818	3.2727	1.0909	0.0	0.0	0.0	0.0	1.0909	1.0909	1.0909	0.0	2.1818	0.0	0.0	0.0	3.2727	1.0909	1.0909	0.0	1.0909	0.0	3.2727
PWY4FS-8	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	1.0909	0.0	1.0909	2.1818	1.0909	0.0	0.0	2.1818	2.1818	2.1818	2.1818	3.2727	1.0909	0.0	0.0	0.0	0.0	1.0909	1.0909	1.0909	0.0	2.1818	0.0	0.0	0.0	3.2727	1.0909	1.0909	0.0	1.0909	0.0	3.2727
PWYG-321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9753	0.0	0.0	0.0	2.3003	0.0	0.0	0.0	0.0	0.0	0.0
PYRIDNUCSAL-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.3333	0.0	0.0	0.0	1.5	0.0	1.0	0.0	1.0	0.0	3.0
PYRIDNUCSYN-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6667	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.6667	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.6667	0.0	0.0	0.0	2.7273	1.0	1.0	0.0	1.0	0.0	3.0
PYRIDOXSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.125	0.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.125	0.0	0.0	0.0	1.1739	0.0	1.0	0.0	1.0	0.0	3.0
REDCITCYC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	2.1538	0.0	0.0	0.0	0.0	0.0	0.0
RIBOSYN2-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0169	0.0	0.0	0.0	0.0	0.0	0.0	1.0169	1.0169	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0169	0.0	0.0	0.0	0.0	0.0	0.0	2.0225	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0169	0.0	1.0	0.0	0.0	0.0	1.0169	1.0169	0.0	0.0	1.0169	0.0	1.0	2.0225	1.0	0.0	0.0	2.0	2.0339	2.0339	2.0339	3.0508	1.0	0.0	0.0	0.0	0.0	1.0169	1.0169	1.0	0.0	2.0225	0.0	0.0	0.0	3.0252	1.0	1.0169	0.0	1.0169	0.0	3.0508
SALVADEHYPOX-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3043	0.0	0.0	0.0	1.4286	0.0	0.0	0.0	0.0	0.0	0.0
SER-GLYSYN-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	1.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	1.0	2.1818	1.0	0.0	0.0	2.0	2.2857	2.2857	2.2857	3.4286	1.0	0.0	0.0	0.0	0.0	1.1429	1.1429	1.0	0.0	2.1818	0.0	0.0	0.0	3.2	1.0	1.1429	0.0	1.1429	0.0	3.4286
SO4ASSIM-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.1429	0.0	0.0	1.4118	0.0	0.0	0.0	0.0	2.2857	2.2857	2.2857	3.4286	0.0	0.0	0.0	0.0	0.0	1.1429	1.1429	0.0	0.0	1.4118	0.0	0.0	0.0	1.5484	0.0	1.1429	0.0	1.1429	0.0	3.4286
SULFATE-CYS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	0.0	1.8	0.0	0.0	0.0	0.0	2.4	2.4	2.4	3.6	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.8	0.0	0.0	0.0	2.2041	0.0	1.2	0.0	1.2	0.0	3.6
TCA	0.0	1.3333	1.3333	1.3333	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	1.3333	1.3333	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	2.1818	0.0	1.3333	0.0	0.0	1.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333	0.0	1.3333	0.0	0.0	0.0	1.3333	1.3333	0.0	0.0	1.3333	0.0	1.3333	2.1818	1.3333	0.0	0.0	2.6667	2.6667	2.6667	2.6667	4.0	1.3333	0.0	0.0	0.0	0.0	1.3333	1.3333	1.3333	0.0	2.1818	0.0	0.0	0.0	3.6	1.3333	1.3333	0.0	1.3333	0.0	4.0
TCA-GLYOX-BYPASS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	0.0	1.7143	0.0	0.0	0.0	0.0	2.4	2.4	2.4	3.6	0.0	0.0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.7143	0.0	0.0	0.0	2.25	0.0	1.2	0.0	1.2	0.0	3.6
THRESYN-PWY	0.0	1.0909	1.0909	1.0909	1.0909	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	0.0	1.0909	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1176	0.0	1.0909	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0909	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0909	2.1176	1.0909	0.0	0.0	2.1818	2.0	2.0	2.0	3.0	1.0909	0.0	0.0	0.0	0.0	1.0	1.0	1.0909	0.0	2.1176	0.0	0.0	0.0	3.2143	1.0909	1.0	0.0	1.0	0.0	3.0
TRNA-CHARGING-PWY	0.0	1.05	1.05	1.05	1.05	0.0	0.0	1.0769	0.0	0.0	0.0	0.0	0.0	0.0	1.0769	1.0769	1.05	0.0	0.0	1.05	0.0	1.05	0.0	0.0	0.0	0.0	0.0	1.0769	0.0	0.0	0.0	0.0	0.0	0.0	1.9385	0.0	1.05	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0769	0.0	1.05	0.0	0.0	0.0	1.0769	1.0769	0.0	0.0	1.0769	0.0	1.05	1.9385	1.05	0.0	0.0	2.1	2.1538	2.1538	2.1538	3.2308	1.05	0.0	0.0	0.0	0.0	1.0769	1.0769	1.05	0.0	1.9385	0.0	0.0	0.0	3.0361	1.05	1.0769	0.0	1.0769	0.0	3.2308
TRPSYN-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	1.1111	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	0.0	0.0	0.0	0.0	0.0	2.1429	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111	0.0	1.0	0.0	0.0	0.0	1.1111	1.1111	0.0	0.0	1.1111	0.0	1.0	2.1429	1.0	0.0	0.0	2.0	2.2222	2.2222	2.2222	3.3333	1.0	0.0	0.0	0.0	0.0	1.1111	1.1111	1.0	0.0	2.1429	0.0	0.0	0.0	3.1579	1.0	1.1111	0.0	1.1111	0.0	3.3333
UBISYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0909	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	1.0909	0.0	0.0	1.3846	0.0	0.0	0.0	0.0	2.1818	2.1818	2.1818	3.2727	0.0	0.0	0.0	0.0	0.0	1.0909	1.0909	0.0	0.0	1.3846	0.0	0.0	0.0	1.5319	0.0	1.0909	0.0	1.0909	0.0	3.2727
UDPNAGSYN-PWY	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0
VALSYN-PWY	0.0	1.1429	1.1429	1.1429	1.1429	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.2	1.1429	0.0	0.0	1.1429	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2.3529	0.0	1.1429	0.0	0.0	1.1429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.1429	0.0	0.0	0.0	1.2	1.2	0.0	0.0	1.2	0.0	1.1429	2.3529	1.1429	0.0	0.0	2.2857	2.4	2.4	2.4	3.6	1.1429	0.0	0.0	0.0	0.0	1.2	1.2	1.1429	0.0	2.3529	0.0	0.0	0.0	3.5	1.1429	1.2	0.0	1.2	0.0	3.6
